1	2.4392
2	5.3316
3	8.1011
4	10.9408
5	13.7074
6	16.5311
7	19.1932
8	21.994
9	24.622
10	27.5101
11	30.2063
12	33.0697
13	36.0789
14	38.7243
15	41.4488
16	44.1809
17	47.0046
18	49.7941
19	52.4948
