   1 	    22.8027 
   2 	    25.5738 
   3 	    28.3279 
   4 	    31.1858 
   5 	    33.9622 
   6 	    36.7243 
   7 	    39.4211 
   8 	    42.1838 
   9 	    44.9683 
  10 	    47.7946 
  11 	    50.4743 
  12 	    53.2874 
  13 	    55.9827 
  14 	    58.7292 
  15 	    61.5149 
  16 	    64.2956 
  17 	    67.2024 
  18 	    69.8562 
