1	2.38
2	5.2261
3	8.1285
4	10.7088
5	13.4174
6	16.2824
7	19.4409
8	21.7604
9	24.5578
10	27.3048
11	30.0579
12	32.8126
13	35.4741
14	38.441
15	41.0996
16	43.8384
17	46.57
