1	2.3652
2	5.2513
3	7.9502
4	10.7785
5	13.6021
6	16.3551
7	19.0557
8	21.8633
9	24.793
10	27.4351
11	30.2349
12	32.8761
13	35.6733
14	38.5505
15	41.1842
