   1 	     5.5888 
   2 	     8.4429 
   3 	    11.2403 
   4 	    13.8162 
   5 	    16.6522 
   6 	    19.5087 
   7 	    22.3748 
   8 	    25.2032 
   9 	    27.8317 
  10 	    30.5982 
  11 	    33.2199 
  12 	    36.0917 
  13 	    38.8629 
  14 	    41.6189 
  15 	    44.3091 
  16 	    47.2767 
  17 	    50.0357 
  18 	    52.9353 
  19 	    55.2963 
  20 	    58.1040 
  21 	    61.0707 
